metric,metric_name,R_mean,R_std,R_n,NR_mean,NR_std,NR_n,welch_p,mwu_p,effect_size,fold_change,effect_ci_low,effect_ci_high,fc_ci_low,fc_ci_high,loo_welch_min,loo_welch_max,loo_mwu_min,loo_mwu_max,interpretation
betweenness,Betweenness Centrality,0.009128243341867199,0.0023231488839838984,4,0.004657613496534594,0.0048126243348272065,3,0.243798063540067,0.4,1.2643458175871816,1.9598541932813636,-0.49723454054752514,6.300897728128561,0.9136743826383563,10.257984386710268,0.019431644933145416,0.594836068081191,0.13333333333333333,0.8,"Not significant (large effect)
Note: VERY LIMITED POWER (n<10)"
betti1_auc,Betti-1 AUC,660.75,128.02636447232265,4,628.6666666666666,295.07047180857205,3,0.8730138374248915,0.8571428571428571,0.15181506041434403,1.051033934252386,-3.1236940512027935,17.07538321787791,0.6863545431078988,1.6023985239852399,0.046444573464347313,0.9710271809385425,0.26666666666666666,1.0,"Not significant (negligible effect)
Note: VERY LIMITED POWER (n<10)"
acinar_prop,Acinar Proportion,0.06409575949837973,0.03390506457071895,4,0.02906003640354297,0.015521174848512148,3,0.1352195101963415,0.05714285714285714,1.2496075093863799,2.2056324571763177,0.9092054620528615,4.296900602198007,1.2111031660176927,5.486248900818764,0.11896571357118815,0.21964753820505784,0.1,0.13333333333333333,"Trending (p<0.10): large effect, hypothesis-generating
Note: VERY LIMITED POWER (n<10)"
spatial_entropy,Spatial Entropy,3.6617340398482248,0.059210182469226,4,3.5135065514436246,0.09195476769473662,3,0.08656055095479873,0.11428571428571428,2.0012879955283656,1.0421879072187006,0.9326231084941843,7.605282426803688,1.0145212079503505,1.0708360152374083,0.05956272022625155,0.3400308503721251,0.1,0.26666666666666666,"Trending (p<0.10): large effect, hypothesis-generating
Note: VERY LIMITED POWER (n<10)"
